democrat,8,0,0.03129
describe,8,0,0.0327
director,8,0,0.03452
discover,8,0,0.03159
economic,8,0,0.03246
election,8,0,0.03133
employee,8,0,0.03164
everyone,8,0,0.03257
evidence,8,0,0.03217
hospital,8,0,0.03174
identify,8,0,0.03237
increase,8,0,0.03125
indicate,8,0,0.03138
industry,8,0,0.03217
interest,8,0,0.03209
language,8,0,0.03774
magazine,8,0,0.03288
maintain,8,0,0.0317
majority,8,0,0.03134
marriage,8,0,0.03278
material,8,0,0.03164
military,8,1,0.03133
movement,8,0,0.03132
national,8,0,0.03214
official,8,0,0.03171
painting,8,0,0.03137
personal,8,0,0.03258
physical,8,0,0.03141
politics,8,0,0.03162
position,8,0,0.03268
positive,8,0,0.03128
possible,8,0,0.03132
practice,8,0,0.03408
pressure,8,0,0.03386
probably,8,0,0.03133
property,8,0,0.03224
question,8,0,0.03158
recently,8,0,0.03114
remember,8,0,0.03241
research,8,0,0.03131
resource,8,0,0.03124
response,8,0,0.03186
security,8,1,0.03245
shoulder,8,0,0.0312
somebody,8,0,0.0403
southern,8,0,0.03837
specific,8,0,0.03138
standard,8,0,0.03198
strategy,8,0,0.03143
suddenly,8,0,0.03128
thousand,8,0,0.03344
together,8,1,0.03464
training,8,0,0.03132
violence,8,0,0.03199
whatever,8,0,0.03233
yourself,8,0,0.03109
according,9,1,0.03697
agreement,9,0,0.03614
attention,9,1,0.03458
authority,9,1,0.03521
available,9,0,0.03621
beautiful,9,0,0.03436
candidate,9,0,0.03613
certainly,9,0,0.03474
challenge,9,0,0.03445
character,9,1,0.03609
community,9,0,0.03539
condition,9,2,0.03434
determine,9,0,0.03625
different,9,0,0.03764
difficult,9,0,0.03522
direction,9,0,0.03578
education,9,0,0.03464
establish,9,5,0.03573
everybody,9,0,0.03766
executive,9,0,0.03497
financial,9,0,0.03516
important,9,0,0.03566
including,9,0,0.03554
interview,9,0,0.03671
knowledge,9,1,0.05154
necessary,9,2,0.04048
newspaper,9,0,0.03515
operation,9,1,0.03491
political,9,2,0.03625
president,9,0,0.03538
professor,9,0,0.03431
recognize,9,0,0.03602
religious,9,0,0.03944
represent,9,3,0.03511
scientist,9,0,0.03508
situation,9,0,0.03442
something,9,0,0.03439
sometimes,9,0,0.03537
statement,9,0,0.03423
structure,9,0,0.03458
treatment,9,0,0.03986
collection,10,0,0.03878
commercial,10,0,0.03978
conference,10,0,0.03916
democratic,10,0,0.03871
difference,10,0,0.04195
discussion,10,0,0.04055
especially,10,0,0.03985
everything,10,0,0.0397
experience,10,1,0.04285
generation,10,0,0.04369
government,10,9,0.04213
individual,10,0,0.04433
investment,10,0,0.04205
management,10,0,0.04268
particular,10,0,0.04396
population,10,1,0.04231
production,10,0,0.04333
republican,10,0,0.04236
successful,10,0,0.04415
technology,10,0,0.04204
television,10,0,0.04273
themselves,10,3,0.04331
throughout,10,0,0.04246
understand,10,0,0.04388
development,11,0,0.04628
