Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00      78/1020        std::pair<std::__decay_and_strip<int&>::__type, std::__decay_and_strip<int&>::__type> std::make_pair<int&, int&>(int&, int&) [717]
                0.00    0.00     918/1020        std::pair<int, int>::pair<int&, int&, true>(int&, int&) [374]
[293]    0.0    0.00    0.00    1020         int& std::forward<int&>(std::remove_reference<int&>::type&) [293]
-----------------------------------------------
                0.00    0.00      39/943         updateDrawables(Game&) [516]
                0.00    0.00     904/943         std::vector<std::unique_ptr<Drawable, std::default_delete<Drawable> >, std::allocator<std::unique_ptr<Drawable, std::default_delete<Drawable> > > >::push_back(std::unique_ptr<Drawable, std::default_delete<Drawable> >&&) [310]
[294]    0.0    0.00    0.00     943         std::remove_reference<std::unique_ptr<Drawable, std::default_delete<Drawable> >&>::type&& std::move<std::unique_ptr<Drawable, std::default_delete<Drawable> >&>(std::unique_ptr<Drawable, std::default_delete<Drawable> >&) [294]
-----------------------------------------------
                0.00    0.00      16/936         std::unique_ptr<Drawable, std::default_delete<Drawable> >* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<std::unique_ptr<Drawable, std::default_delete<Drawable> >*>, std::unique_ptr<Drawable, std::default_delete<Drawable> >*>(std::move_iterator<std::unique_ptr<Drawable, std::default_delete<Drawable> >*>, std::move_iterator<std::unique_ptr<Drawable, std::default_delete<Drawable> >*>, std::unique_ptr<Drawable, std::default_delete<Drawable> >*) [893]
                0.00    0.00     920/936         void std::_Destroy_aux<false>::__destroy<std::unique_ptr<Drawable, std::default_delete<Drawable> >*>(std::unique_ptr<Drawable, std::default_delete<Drawable> >*, std::unique_ptr<Drawable, std::default_delete<Drawable> >*) [409]
[295]    0.0    0.00    0.00     936         std::unique_ptr<Drawable, std::default_delete<Drawable> >* std::__addressof<std::unique_ptr<Drawable, std::default_delete<Drawable> > >(std::unique_ptr<Drawable, std::default_delete<Drawable> >&) [295]
-----------------------------------------------
                0.00    0.00     920/920         std::_Tuple_impl<1ul, std::default_delete<Drawable> >::_Tuple_impl<std::default_delete<Drawable> >(std::default_delete<Drawable>&&) [300]
[296]    0.0    0.00    0.00     920         std::_Head_base<1ul, std::default_delete<Drawable>, true>::_Head_base<std::default_delete<Drawable> >(std::default_delete<Drawable>&&) [296]
                0.00    0.00     920/5520        std::default_delete<Drawable>&& std::forward<std::default_delete<Drawable> >(std::remove_reference<std::default_delete<Drawable> >::type&) [185]
-----------------------------------------------
                0.00    0.00     920/920         std::unique_ptr<Drawable, std::default_delete<Drawable> >::unique_ptr(std::unique_ptr<Drawable, std::default_delete<Drawable> >&&) [298]
[297]    0.0    0.00    0.00     920         std::unique_ptr<Drawable, std::default_delete<Drawable> >::release() [297]
                0.00    0.00     920/1824        std::unique_ptr<Drawable, std::default_delete<Drawable> >::get() const [235]
                0.00    0.00     920/2904        std::__uniq_ptr_impl<Drawable, std::default_delete<Drawable> >::_M_ptr() [208]
-----------------------------------------------
                0.00    0.00      16/920         void std::_Construct<std::unique_ptr<Drawable, std::default_delete<Drawable> >, std::unique_ptr<Drawable, std::default_delete<Drawable> > >(std::unique_ptr<Drawable, std::default_delete<Drawable> >*, std::unique_ptr<Drawable, std::default_delete<Drawable> >&&) [871]
                0.00    0.00     904/920         void __gnu_cxx::new_allocator<std::unique_ptr<Drawable, std::default_delete<Drawable> > >::construct<std::unique_ptr<Drawable, std::default_delete<Drawable> >, std::unique_ptr<Drawable, std::default_delete<Drawable> > >(std::unique_ptr<Drawable, std::default_delete<Drawable> >*, std::unique_ptr<Drawable, std::default_delete<Drawable> >&&) [305]
[298]    0.0    0.00    0.00     920         std::unique_ptr<Drawable, std::default_delete<Drawable> >::unique_ptr(std::unique_ptr<Drawable, std::default_delete<Drawable> >&&) [298]
                0.00    0.00     920/1824        std::unique_ptr<Drawable, std::default_delete<Drawable> >::get_deleter() [239]
                0.00    0.00     920/5520        std::default_delete<Drawable>&& std::forward<std::default_delete<Drawable> >(std::remove_reference<std::default_delete<Drawable> >::type&) [185]
                0.00    0.00     920/920         std::unique_ptr<Drawable, std::default_delete<Drawable> >::release() [297]
                0.00    0.00     920/920         std::__uniq_ptr_impl<Drawable, std::default_delete<Drawable> >::__uniq_ptr_impl<std::default_delete<Drawable> >(Drawable*, std::default_delete<Drawable>&&) [301]
-----------------------------------------------
                0.00    0.00     920/920         std::tuple<Drawable*, std::default_delete<Drawable> >::tuple<Drawable*&, std::default_delete<Drawable>, true>(Drawable*&, std::default_delete<Drawable>&&) [302]
[299]    0.0    0.00    0.00     920         std::_Tuple_impl<0ul, Drawable*, std::default_delete<Drawable> >::_Tuple_impl<Drawable*&, std::default_delete<Drawable>, void>(Drawable*&, std::default_delete<Drawable>&&) [299]
                0.00    0.00     920/5520        std::default_delete<Drawable>&& std::forward<std::default_delete<Drawable> >(std::remove_reference<std::default_delete<Drawable> >::type&) [185]
                0.00    0.00     920/920         std::_Tuple_impl<1ul, std::default_delete<Drawable> >::_Tuple_impl<std::default_delete<Drawable> >(std::default_delete<Drawable>&&) [300]
                0.00    0.00     920/5355        Drawable*& std::forward<Drawable*&>(std::remove_reference<Drawable*&>::type&) [186]
                0.00    0.00     920/1785        std::_Head_base<0ul, Drawable*, false>::_Head_base<Drawable*&>(Drawable*&) [252]
-----------------------------------------------
                0.00    0.00     920/920         std::_Tuple_impl<0ul, Drawable*, std::default_delete<Drawable> >::_Tuple_impl<Drawable*&, std::default_delete<Drawable>, void>(Drawable*&, std::default_delete<Drawable>&&) [299]
[300]    0.0    0.00    0.00     920         std::_Tuple_impl<1ul, std::default_delete<Drawable> >::_Tuple_impl<std::default_delete<Drawable> >(std::default_delete<Drawable>&&) [300]
                0.00    0.00     920/5520        std::default_delete<Drawable>&& std::forward<std::default_delete<Drawable> >(std::remove_reference<std::default_delete<Drawable> >::type&) [185]
                0.00    0.00     920/920         std::_Head_base<1ul, std::default_delete<Drawable>, true>::_Head_base<std::default_delete<Drawable> >(std::default_delete<Drawable>&&) [296]
-----------------------------------------------
                0.00    0.00     920/920         std::unique_ptr<Drawable, std::default_delete<Drawable> >::unique_ptr(std::unique_ptr<Drawable, std::default_delete<Drawable> >&&) [298]
[301]    0.0    0.00    0.00     920         std::__uniq_ptr_impl<Drawable, std::default_delete<Drawable> >::__uniq_ptr_impl<std::default_delete<Drawable> >(Drawable*, std::default_delete<Drawable>&&) [301]
                0.00    0.00     920/5520        std::default_delete<Drawable>&& std::forward<std::default_delete<Drawable> >(std::remove_reference<std::default_delete<Drawable> >::type&) [185]
                0.00    0.00     920/920         std::tuple<Drawable*, std::default_delete<Drawable> >::tuple<Drawable*&, std::default_delete<Drawable>, true>(Drawable*&, std::default_delete<Drawable>&&) [302]
-----------------------------------------------
                0.00    0.00     920/920         std::__uniq_ptr_impl<Drawable, std::default_delete<Drawable> >::__uniq_ptr_impl<std::default_delete<Drawable> >(Drawable*, std::default_delete<Drawable>&&) [301]
[302]    0.0    0.00    0.00     920         std::tuple<Drawable*, std::default_delete<Drawable> >::tuple<Drawable*&, std::default_delete<Drawable>, true>(Drawable*&, std::default_delete<Drawable>&&) [302]
                0.00    0.00     920/5520        std::default_delete<Drawable>&& std::forward<std::default_delete<Drawable> >(std::remove_reference<std::default_delete<Drawable> >::type&) [185]
                0.00    0.00     920/5355        Drawable*& std::forward<Drawable*&>(std::remove_reference<Drawable*&>::type&) [186]
                0.00    0.00     920/920         std::_Tuple_impl<0ul, Drawable*, std::default_delete<Drawable> >::_Tuple_impl<Drawable*&, std::default_delete<Drawable>, void>(Drawable*&, std::default_delete<Drawable>&&) [299]
-----------------------------------------------
                0.00    0.00     920/920         void std::_Destroy_aux<false>::__destroy<std::unique_ptr<Drawable, std::default_delete<Drawable> >*>(std::unique_ptr<Drawable, std::default_delete<Drawable> >*, std::unique_ptr<Drawable, std::default_delete<Drawable> >*) [409]
[303]    0.0    0.00    0.00     920         void std::_Destroy<std::unique_ptr<Drawable, std::default_delete<Drawable> > >(std::unique_ptr<Drawable, std::default_delete<Drawable> >*) [303]
                0.00    0.00     920/1945        std::unique_ptr<Drawable, std::default_delete<Drawable> >::~unique_ptr() [232]
-----------------------------------------------
                0.00    0.00     904/904         std::default_delete<Drawable>::operator()(Drawable*) const [307]
[304]    0.0    0.00    0.00     904         Drawable::~Drawable() [304]
-----------------------------------------------
                0.00    0.00     904/904         void std::allocator_traits<std::allocator<std::unique_ptr<Drawable, std::default_delete<Drawable> > > >::construct<std::unique_ptr<Drawable, std::default_delete<Drawable> >, std::unique_ptr<Drawable, std::default_delete<Drawable> > >(std::allocator<std::unique_ptr<Drawable, std::default_delete<Drawable> > >&, std::unique_ptr<Drawable, std::default_delete<Drawable> >*, std::unique_ptr<Drawable, std::default_delete<Drawable> >&&) [308]
[305]    0.0    0.00    0.00     904         void __gnu_cxx::new_allocator<std::unique_ptr<Drawable, std::default_delete<Drawable> > >::construct<std::unique_ptr<Drawable, std::default_delete<Drawable> >, std::unique_ptr<Drawable, std::default_delete<Drawable> > >(std::unique_ptr<Drawable, std::default_delete<Drawable> >*, std::unique_ptr<Drawable, std::default_delete<Drawable> >&&) [305]
                0.00    0.00     904/2735        std::unique_ptr<Drawable, std::default_delete<Drawable> >&& std::forward<std::unique_ptr<Drawable, std::default_delete<Drawable> > >(std::remove_reference<std::unique_ptr<Drawable, std::default_delete<Drawable> > >::type&) [211]
                0.00    0.00     904/3648        operator new(unsigned long, void*) [199]
                0.00    0.00     904/920         std::unique_ptr<Drawable, std::default_delete<Drawable> >::unique_ptr(std::unique_ptr<Drawable, std::default_delete<Drawable> >&&) [298]
-----------------------------------------------
                0.00    0.00     904/904         DisplayEvent::doAction(Game&) [518]
[306]    0.0    0.00    0.00     904         std::unique_ptr<Drawable, std::default_delete<Drawable> >::operator->() const [306]
                0.00    0.00     904/1824        std::unique_ptr<Drawable, std::default_delete<Drawable> >::get() const [235]
-----------------------------------------------
                0.00    0.00     904/904         std::unique_ptr<Drawable, std::default_delete<Drawable> >::~unique_ptr() [232]
[307]    0.0    0.00    0.00     904         std::default_delete<Drawable>::operator()(Drawable*) const [307]
                0.00    0.00     904/904         Drawable::~Drawable() [304]
-----------------------------------------------
                0.00    0.00       7/904         void std::vector<std::unique_ptr<Drawable, std::default_delete<Drawable> >, std::allocator<std::unique_ptr<Drawable, std::default_delete<Drawable> > > >::_M_realloc_insert<std::unique_ptr<Drawable, std::default_delete<Drawable> > >(__gnu_cxx::__normal_iterator<std::unique_ptr<Drawable, std::default_delete<Drawable> >*, std::vector<std::unique_ptr<Drawable, std::default_delete<Drawable> >, std::allocator<std::unique_ptr<Drawable, std::default_delete<Drawable> > > > >, std::unique_ptr<Drawable, std::default_delete<Drawable> >&&) [986]
                0.00    0.00     897/904         void std::vector<std::unique_ptr<Drawable, std::default_delete<Drawable> >, std::allocator<std::unique_ptr<Drawable, std::default_delete<Drawable> > > >::emplace_back<std::unique_ptr<Drawable, std::default_delete<Drawable> > >(std::unique_ptr<Drawable, std::default_delete<Drawable> >&&) [309]
[308]    0.0    0.00    0.00     904         void std::allocator_traits<std::allocator<std::unique_ptr<Drawable, std::default_delete<Drawable> > > >::construct<std::unique_ptr<Drawable, std::default_delete<Drawable> >, std::unique_ptr<Drawable, std::default_delete<Drawable> > >(std::allocator<std::unique_ptr<Drawable, std::default_delete<Drawable> > >&, std::unique_ptr<Drawable, std::default_delete<Drawable> >*, std::unique_ptr<Drawable, std::default_delete<Drawable> >&&) [308]
                0.00    0.00     904/2735        std::unique_ptr<Drawable, std::default_delete<Drawable> >&& std::forward<std::unique_ptr<Drawable, std::default_delete<Drawable> > >(std::remove_reference<std::unique_ptr<Drawable, std::default_delete<Drawable> > >::type&) [211]
                0.00    0.00     904/904         void __gnu_cxx::new_allocator<std::unique_ptr<Drawable, std::default_delete<Drawable> > >::construct<std::unique_ptr<Drawable, std::default_delete<Drawable> >, std::unique_ptr<Drawable, std::default_delete<Drawable> > >(std::unique_ptr<Drawable, std::default_delete<Drawable> >*, std::unique_ptr<Drawable, std::default_delete<Drawable> >&&) [305]
-----------------------------------------------
                0.00    0.00     904/904         std::vector<std::unique_ptr<Drawable, std::default_delete<Drawable> >, std::allocator<std::unique_ptr<Drawable, std::default_delete<Drawable> > > >::push_back(std::unique_ptr<Drawable, std::default_delete<Drawable> >&&) [310]
[309]    0.0    0.00    0.00     904         void std::vector<std::unique_ptr<Drawable, std::default_delete<Drawable> >, std::allocator<std::unique_ptr<Drawable, std::default_delete<Drawable> > > >::emplace_back<std::unique_ptr<Drawable, std::default_delete<Drawable> > >(std::unique_ptr<Drawable, std::default_delete<Drawable> >&&) [309]
                0.00    0.00     904/2735        std::unique_ptr<Drawable, std::default_delete<Drawable> >&& std::forward<std::unique_ptr<Drawable, std::default_delete<Drawable> > >(std::remove_reference<std::unique_ptr<Drawable, std::default_delete<Drawable> > >::type&) [211]
                0.00    0.00     897/904         void std::allocator_traits<std::allocator<std::unique_ptr<Drawable, std::default_delete<Drawable> > > >::construct<std::unique_ptr<Drawable, std::default_delete<Drawable> >, std::unique_ptr<Drawable, std::default_delete<Drawable> > >(std::allocator<std::unique_ptr<Drawable, std::default_delete<Drawable> > >&, std::unique_ptr<Drawable, std::default_delete<Drawable> >*, std::unique_ptr<Drawable, std::default_delete<Drawable> >&&) [308]
                0.00    0.00       7/7           std::vector<std::unique_ptr<Drawable, std::default_delete<Drawable> >, std::allocator<std::unique_ptr<Drawable, std::default_delete<Drawable> > > >::end() [987]
                0.00    0.00       7/7           void std::vector<std::unique_ptr<Drawable, std::default_delete<Drawable> >, std::allocator<std::unique_ptr<Drawable, std::default_delete<Drawable> > > >::_M_realloc_insert<std::unique_ptr<Drawable, std::default_delete<Drawable> > >(__gnu_cxx::__normal_iterator<std::unique_ptr<Drawable, std::default_delete<Drawable> >*, std::vector<std::unique_ptr<Drawable, std::default_delete<Drawable> >, std::allocator<std::unique_ptr<Drawable, std::default_delete<Drawable> > > > >, std::unique_ptr<Drawable, std::default_delete<Drawable> >&&) [986]
-----------------------------------------------
                0.00    0.00     904/904         updateDrawables(Game&) [516]
[310]    0.0    0.00    0.00     904         std::vector<std::unique_ptr<Drawable, std::default_delete<Drawable> >, std::allocator<std::unique_ptr<Drawable, std::default_delete<Drawable> > > >::push_back(std::unique_ptr<Drawable, std::default_delete<Drawable> >&&) [310]
                0.00    0.00     904/943         std::remove_reference<std::unique_ptr<Drawable, std::default_delete<Drawable> >&>::type&& std::move<std::unique_ptr<Drawable, std::default_delete<Drawable> >&>(std::unique_ptr<Drawable, std::default_delete<Drawable> >&) [294]
                0.00    0.00     904/904         void std::vector<std::unique_ptr<Drawable, std::default_delete<Drawable> >, std::allocator<std::unique_ptr<Drawable, std::default_delete<Drawable> > > >::emplace_back<std::unique_ptr<Drawable, std::default_delete<Drawable> > >(std::unique_ptr<Drawable, std::default_delete<Drawable> >&&) [309]
-----------------------------------------------
                0.00    0.00     904/904         DisplayEvent::doAction(Game&) [518]
[311]    0.0    0.00    0.00     904         std::vector<std::unique_ptr<Drawable, std::default_delete<Drawable> >, std::allocator<std::unique_ptr<Drawable, std::default_delete<Drawable> > > >::operator[](unsigned long) [311]
-----------------------------------------------
                0.00    0.00       2/901         Game::addCrates(GameField*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, Drawable*) [1114]
                0.00    0.00       3/901         Game::addGenericObstacles(GameField*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, Obstacles*) [1108]
                0.00    0.00      12/901         Game::addBushes(GameField*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, Obstacles*) [1113]
                0.00    0.00      13/901         Game::addWater(GameField*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, Drawable*) [1111]
                0.00    0.00      32/901         Game::addRocks(GameField*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, Obstacles*) [1109]
                0.00    0.00      56/901         Game::addTrees(GameField*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, Obstacles*) [1110]
                0.00    0.00     783/901         updateDrawables(Game&) [516]
[312]    0.0    0.00    0.00     901         Game::convertGLXCoordinate(int) [312]
                0.00    0.00     901/1804        __gnu_cxx::__promote_2<int, double, __gnu_cxx::__promote<int, std::__is_integer<int>::__value>::__type, __gnu_cxx::__promote<double, std::__is_integer<double>::__value>::__type>::__type std::pow<int, double>(int, double) [251]
-----------------------------------------------
                0.00    0.00       2/901         Game::addCrates(GameField*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, Drawable*) [1114]
                0.00    0.00       3/901         Game::addGenericObstacles(GameField*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, Obstacles*) [1108]
                0.00    0.00      12/901         Game::addBushes(GameField*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, Obstacles*) [1113]
                0.00    0.00      13/901         Game::addWater(GameField*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, Drawable*) [1111]
                0.00    0.00      32/901         Game::addRocks(GameField*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, Obstacles*) [1109]
                0.00    0.00      56/901         Game::addTrees(GameField*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, Obstacles*) [1110]
                0.00    0.00     783/901         updateDrawables(Game&) [516]
[313]    0.0    0.00    0.00     901         Game::convertGLYCoordinate(int) [313]
                0.00    0.00     901/1804        __gnu_cxx::__promote_2<int, double, __gnu_cxx::__promote<int, std::__is_integer<int>::__value>::__type, __gnu_cxx::__promote<double, std::__is_integer<double>::__value>::__type>::__type std::pow<int, double>(int, double) [251]
-----------------------------------------------
                0.00    0.00      20/880         std::pair<int, int>::pair<int, int, true>(int&&, int&&) [941]
                0.00    0.00     860/880         std::pair<int, int>::operator=(std::pair<int, int>&&) [378]
[314]    0.0    0.00    0.00     880         int&& std::forward<int>(std::remove_reference<int>::type&) [314]
-----------------------------------------------
                0.00    0.00      13/870         Game::addBushes(GameField*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, Obstacles*) [1113]
                0.00    0.00      25/870         Game::addCrates(GameField*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, Drawable*) [1114]
                0.00    0.00      37/870         Game::addGenericObstacles(GameField*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, Obstacles*) [1108]
                0.00    0.00      57/870         Game::addTrees(GameField*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, Obstacles*) [1110]
                0.00    0.00     157/870         Game::addWater(GameField*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, Drawable*) [1111]
                0.00    0.00     160/870         updateDrawables(Game&) [516]
                0.00    0.00     421/870         Game::addRocks(GameField*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, Obstacles*) [1109]
[315]    0.0    0.00    0.00     870         bool __gnu_cxx::operator!=<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&) [315]
                0.00    0.00    1740/1884        __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::base() const [234]
-----------------------------------------------
                0.00    0.00     841/841         updateDrawables(Game&) [516]
[316]    0.0    0.00    0.00     841         std::unique_ptr<TankDrawable, std::default_delete<TankDrawable> >::~unique_ptr() [316]
                0.00    0.00     841/2281        std::__uniq_ptr_impl<TankDrawable, std::default_delete<TankDrawable> >::_M_ptr() [219]
-----------------------------------------------
                0.00    0.00      34/814         void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_realloc_insert<std::pair<int, int> const&>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::pair<int, int> const&) [741]
                0.00    0.00     131/814         void std::allocator_traits<std::allocator<std::pair<int, int> > >::construct<std::pair<int, int>, std::pair<int, int> const&>(std::allocator<std::pair<int, int> >&, std::pair<int, int>*, std::pair<int, int> const&) [501]
                0.00    0.00     131/814         void __gnu_cxx::new_allocator<std::pair<int, int> >::construct<std::pair<int, int>, std::pair<int, int> const&>(std::pair<int, int>*, std::pair<int, int> const&) [500]
                0.00    0.00     518/814         void std::_Construct<std::pair<int, int>, std::pair<int, int> const&>(std::pair<int, int>*, std::pair<int, int> const&) [370]
[317]    0.0    0.00    0.00     814         std::pair<int, int> const& std::forward<std::pair<int, int> const&>(std::remove_reference<std::pair<int, int> const&>::type&) [317]
-----------------------------------------------
                0.00    0.00      54/813         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::vector(std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > const&) [657]
                0.00    0.00     144/813         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_check_len(unsigned long, char const*) const [722]
                0.00    0.00     285/813         loadAI(bool&, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >&, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&, int&, int&) [922]
                0.00    0.00     330/813         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_range_check(unsigned long) const [388]
[318]    0.0    0.00    0.00     813         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::size() const [318]
-----------------------------------------------
                0.00    0.00     750/750         std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [321]
[319]    0.0    0.00    0.00     750         __gnu_cxx::__alloc_traits<std::allocator<int> >::_S_propagate_on_copy_assign() [319]
-----------------------------------------------
                0.00    0.00     750/750         std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [321]
[320]    0.0    0.00    0.00     750         std::vector<int, std::allocator<int> >::capacity() const [320]
-----------------------------------------------
                0.00    0.00     750/750         MapData::operator=(MapData const&) [412]
[321]    0.0    0.00    0.00     750         std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [321]
                0.00    0.00    1680/4010        std::vector<int, std::allocator<int> >::size() const [198]
                0.00    0.00     750/750         __gnu_cxx::__alloc_traits<std::allocator<int> >::_S_propagate_on_copy_assign() [319]
                0.00    0.00     750/750         std::vector<int, std::allocator<int> >::capacity() const [320]
                0.00    0.00     750/4215        std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [197]
                0.00    0.00     654/2214        std::vector<int, std::allocator<int> >::end() const [222]
                0.00    0.00     654/2214        std::vector<int, std::allocator<int> >::begin() const [223]
                0.00    0.00     642/1231        std::vector<int, std::allocator<int> >::end() [282]
                0.00    0.00     642/1231        std::vector<int, std::allocator<int> >::begin() [283]
                0.00    0.00     642/642         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [357]
                0.00    0.00     642/642         void std::_Destroy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::allocator<int>&) [359]
                0.00    0.00      96/192         int* std::copy<int*, int*>(int*, int*, int*) [446]
                0.00    0.00      96/96          int* std::__uninitialized_copy_a<int*, int*, int>(int*, int*, int*, std::allocator<int>&) [607]
                0.00    0.00      12/12          int* std::vector<int, std::allocator<int> >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(unsigned long, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [913]
                0.00    0.00      12/1685        void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [257]
                0.00    0.00      12/1685        std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [255]
-----------------------------------------------
                0.00    0.00      13/733         Game::executeTurn() <cycle 1> [902]
                0.00    0.00     720/733         updateDrawables(Game&) [516]
[322]    0.0    0.00    0.00     733         GameField::getTurnCount() [322]
-----------------------------------------------
                0.00    0.00     121/726         std::unique_ptr<Drawable, std::default_delete<Drawable> >::unique_ptr<Menu, std::default_delete<Menu>, void>(std::unique_ptr<Menu, std::default_delete<Menu> >&&) [544]
                0.00    0.00     121/726         std::__uniq_ptr_impl<Drawable, std::default_delete<Drawable> >::__uniq_ptr_impl<std::default_delete<Menu> >(Drawable*, std::default_delete<Menu>&&) [554]
                0.00    0.00     121/726         std::tuple<Drawable*, std::default_delete<Drawable> >::tuple<Drawable*&, std::default_delete<Menu>, true>(Drawable*&, std::default_delete<Menu>&&) [556]
                0.00    0.00     121/726         std::_Tuple_impl<0ul, Drawable*, std::default_delete<Drawable> >::_Tuple_impl<Drawable*&, std::default_delete<Menu>, void>(Drawable*&, std::default_delete<Menu>&&) [547]
                0.00    0.00     121/726         std::_Tuple_impl<1ul, std::default_delete<Drawable> >::_Tuple_impl<std::default_delete<Menu> >(std::default_delete<Menu>&&) [550]
                0.00    0.00     121/726         std::_Head_base<1ul, std::default_delete<Drawable>, true>::_Head_base<std::default_delete<Menu> >(std::default_delete<Menu>&&) [539]
[323]    0.0    0.00    0.00     726         std::default_delete<Menu>&& std::forward<std::default_delete<Menu> >(std::remove_reference<std::default_delete<Menu> >::type&) [323]
-----------------------------------------------
                0.00    0.00     720/720         updateDrawables(Game&) [516]
[324]    0.0    0.00    0.00     720         TankDrawable::setMax_health(int) [324]
-----------------------------------------------
                0.00    0.00     720/720         DisplayEvent::doAction(Game&) [518]
[325]    0.0    0.00    0.00     720         TankDrawable::draw(int, int) [325]
-----------------------------------------------
                0.00    0.00     720/720         updateDrawables(Game&) [516]
[326]    0.0    0.00    0.00     720         TankDrawable::setHealth(int) [326]
-----------------------------------------------
                0.00    0.00     720/720         updateDrawables(Game&) [516]
